Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price Europe [EUR],Variant Price United States [USD],Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JWWQAH6FFST229V9SH727V56,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-06-04T05:41:16.147Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.147Z,400,,variant_01JWWQAHGRK1EWPWB18VZ9KFYX,XL / Black,SHIRT-XL-BLACK,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,XL,Color,Black,,10,,,15,prod_01JWWQAH6FFST229V9SH727V56,2025-06-04T05:41:16.455Z,0,,
prod_01JWWQAH6FFST229V9SH727V56,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-06-04T05:41:16.147Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.147Z,400,,variant_01JWWQAHGR8W1RHZJJRJ17FJJV,XL / White,SHIRT-XL-WHITE,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,XL,Color,White,,10,,,15,prod_01JWWQAH6FFST229V9SH727V56,2025-06-04T05:41:16.455Z,0,,
prod_01JWWQAH6FGEJKKZNAAH72D1PM,sweatshirt,Medusa Sweatshirt,published,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,2025-06-04T05:41:16.148Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.148Z,400,,variant_01JWWQAHGSQJ6FP1G7M16FYNKS,S,SWEATSHIRT-S,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,S,,,,10,,,15,prod_01JWWQAH6FGEJKKZNAAH72D1PM,2025-06-04T05:41:16.455Z,0,,
prod_01JWWQAH6FGEJKKZNAAH72D1PM,sweatshirt,Medusa Sweatshirt,published,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,2025-06-04T05:41:16.148Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.148Z,400,,variant_01JWWQAHGTQDJFM0YXKSVQRT7Z,M,SWEATSHIRT-M,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,M,,,,10,,,15,prod_01JWWQAH6FGEJKKZNAAH72D1PM,2025-06-04T05:41:16.455Z,0,,
prod_01JWWQAH6FGEJKKZNAAH72D1PM,sweatshirt,Medusa Sweatshirt,published,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,2025-06-04T05:41:16.148Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.148Z,400,,variant_01JWWQAHGTCDJF91ZMV0GR3GFV,L,SWEATSHIRT-L,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,L,,,,10,,,15,prod_01JWWQAH6FGEJKKZNAAH72D1PM,2025-06-04T05:41:16.455Z,0,,
prod_01JWWQAH6FGEJKKZNAAH72D1PM,sweatshirt,Medusa Sweatshirt,published,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,2025-06-04T05:41:16.148Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.148Z,400,,variant_01JWWQAHGYXZN8S2NYG19Q49H1,XL,SWEATSHIRT-XL,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,XL,,,,10,,,15,prod_01JWWQAH6FGEJKKZNAAH72D1PM,2025-06-04T05:41:16.455Z,0,,
prod_01JWWQAH6GB0SST0P8GB1ZVRTM,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-06-04T05:41:16.148Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.148Z,400,,variant_01JWWQAHH2D2P4T9A3Y8DZ8WMK,S,SHORTS-S,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,S,,,,10,,,15,prod_01JWWQAH6GB0SST0P8GB1ZVRTM,2025-06-04T05:41:16.455Z,0,,
prod_01JWWQAH6GB0SST0P8GB1ZVRTM,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-06-04T05:41:16.148Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.148Z,400,,variant_01JWWQAHH23TND2DX37XP6GE1W,M,SHORTS-M,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,M,,,,10,,,15,prod_01JWWQAH6GB0SST0P8GB1ZVRTM,2025-06-04T05:41:16.455Z,0,,
prod_01JWWQAH6GB0SST0P8GB1ZVRTM,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-06-04T05:41:16.148Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.148Z,400,,variant_01JWWQAHH3SQ8A4V7M3A7N2SM2,L,SHORTS-L,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,L,,,,10,,,15,prod_01JWWQAH6GB0SST0P8GB1ZVRTM,2025-06-04T05:41:16.455Z,0,,
prod_01JWWQAH6GB0SST0P8GB1ZVRTM,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-06-04T05:41:16.148Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-04T05:41:16.148Z,400,,variant_01JWWQAHH3XGK7MVYWQX8X1BBF,XL,SHORTS-XL,,,,,true,false,,2025-06-04T05:41:16.455Z,,,,,,Size,XL,,,,10,,,15,prod_01JWWQAH6GB0SST0P8GB1ZVRTM,2025-06-04T05:41:16.455Z,0,,
prod_01JWWR73HGPM9VRSEG8T1T5NRE,epoxy-table,Table Epoxy,published,Epoxy table for dining,Epoxy,,http://localhost:9000/static/1749016612352-Screenshot%202025-06-02%20111744.png,pcol_01JX5KB3VPBWCNT3JM7CXXEZ26,ptyp_01JWWR3B4ZWVJ473DX3KM7Q7GT,2025-06-04T05:56:52.405Z,,true,,,http://localhost:9000/static/1749016612352-Screenshot%202025-06-02%20111744.png,,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-07T16:24:57.635Z,,,variant_01JWWSC9BEG2KPBDF4E603P9KG,Size 1,Table-24x24,,,,,true,false,,2025-06-04T06:17:10.767Z,,,,,,Size,24x24,,,,201,1000,1050,202,prod_01JWWR73HGPM9VRSEG8T1T5NRE,2025-06-04T06:17:10.767Z,0,,
prod_01JWWR73HGPM9VRSEG8T1T5NRE,epoxy-table,Table Epoxy,published,Epoxy table for dining,Epoxy,,http://localhost:9000/static/1749016612352-Screenshot%202025-06-02%20111744.png,pcol_01JX5KB3VPBWCNT3JM7CXXEZ26,ptyp_01JWWR3B4ZWVJ473DX3KM7Q7GT,2025-06-04T05:56:52.405Z,,true,,,http://localhost:9000/static/1749016612352-Screenshot%202025-06-02%20111744.png,,,,false,,,,,sc_01JWWQA0F38G7MJ68WN50ZQ0FR,2025-06-07T16:24:57.635Z,,,variant_01JWWSD7MGJSYFD6DEGMQSFC9A,Size 2,Table-16x16,,,,,true,false,,2025-06-04T06:17:41.776Z,,,,,,Size,16x16,,,,75,750,800,75,prod_01JWWR73HGPM9VRSEG8T1T5NRE,2025-06-04T06:17:41.776Z,0,,
